name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date 
HD 43691 b,279,2.55 Jupiters,8.03,2007
HD 44219 b,173,0.58 Jupiters,7.69,2010
HD 45184 b,72,12.19 Earths,6.383,2019
HD 45184 c,72,8.81 Earths,6.383,2019
HD 4203 c,265,2.17 Jupiters,8.7,2014
HD 4208 b,112,0.81 Jupiters,7.783,2001
HD 42618 b,79,14.4 Earths,6.87,2016
HD 4308 b,72,15.8915 Earths,6.55,2005
HD 4313 b,445,1.927 Jupiters,7.83,2009
HD 43197 b,204,0.6 Jupiters,8.98,2010
HD 43691 b,279,2.55 Jupiters,8.03,2007
HD 44219 b,173,0.58 Jupiters,7.69,2010
HD 45184 b,72,12.19 Earths,6.383,2019
HD 45184 c,72,8.81 Earths,6.383,2019
HD 4203 c,265,2.17 Jupiters,8.7,2014
HD 4208 b,112,0.81 Jupiters,7.783,2001
HD 42618 b,79,14.4 Earths,6.87,2016
HD 4308 b,72,15.8915 Earths,6.55,2005
HD 4313 b,445,1.927 Jupiters,7.83,2009
HD 43197 b,204,0.6 Jupiters,8.98,2010
HD 43691 b,279,2.55 Jupiters,8.03,2007
HD 44219 b,173,0.58 Jupiters,7.69,2010
HD 45184 b,72,12.19 Earths,6.383,2019
HD 45184 c,72,8.81 Earths,6.383,2019
HD 4203 c,265,2.17 Jupiters,8.7,2014
HD 4208 b,112,0.81 Jupiters,7.783,2001
HD 42618 b,79,14.4 Earths,6.87,2016
HD 4308 b,72,15.8915 Earths,6.55,2005
HD 4313 b,445,1.927 Jupiters,7.83,2009
HD 43197 b,204,0.6 Jupiters,8.98,2010
HD 43691 b,279,2.55 Jupiters,8.03,2007
HD 44219 b,173,0.58 Jupiters,7.69,2010
HD 45184 b,72,12.19 Earths,6.383,2019
HD 45184 c,72,8.81 Earths,6.383,2019
HD 45350 b,153,1.79 Jupiters,7.89,2004
HD 45364 b,112,0.1872 Jupiters,8.08,2008
HD 45364 c,112,0.6579 Jupiters,8.08,2008
HD 45652 b,114,0.433 Jupiters,8.1,2008
HD 46375 b,96,0.226 Jupiters,7.91,2000
HD 47186 b,122,22.2481 Earths,7.63,2008
HD 47186 c,122,0.35061 Jupiters,7.63,2008
HD 4732 b,179,2.37 Jupiters,5.9,2012
HD 4732 c,179,2.37 Jupiters,5.9,2012
HD 47366 b,275,2.3 Jupiters,6.11151,2016
HD 47366 c,275,1.88 Jupiters,6.11151,2016
HD 47536 b,400,7.32 Jupiters,5.25,2002
HD 4760 b,1755,13.9 Jupiters,7.51,2021
HD 48265 b,295,1.525 Jupiters,8.05,2008
HD 4917 b,666,1.615 Jupiters,8.03,2018
HD 49674 b,140,31.783 Earths,8.1,2002
HD 50499 b,151,1.636 Jupiters,7.21,2005
HD 50499 c,151,2.93 Jupiters,7.21,2019
HD 50554 b,102,4.954 Jupiters,6.8561,2002
HD 51608 b,114,12.77 Earths,8.17,2019
HD 51608 c,114,14.31 Earths,8.17,2019
HD 52265 b,98,1.21 Jupiters,6.29351,2000
HD 5278 b,188,7.8 Earths,7.94,2021
HD 5278 c,188,18.4 Earths,7.94,2021
HD 5319 b,396,1.556 Jupiters,8.05,2007
HD 5319 c,396,1.053 Jupiters,8.05,2014
HD 55696 b,254,3.87 Jupiters,7.95,2018
HD 5583 b,715,5.78 Jupiters,7.604,2016
HD 5608 b,190,1.681 Jupiters,6.00272,2012
HD 564 b,167,0.33 Jupiters,8.32,2014
HD 5891 b,925,7.63 Jupiters,8.09,2011
HD 59686 A b,291,6.92 Jupiters,5.44299,2016
HD 60292 b,1028,6.5 Jupiters,6.94657,2020
HD 60532 b,85,1.06 Jupiters,4.44,2008
HD 60532 c,85,2.51 Jupiters,4.44,2008
HD 62509 b,34,2.3 Jupiters,1.12512,2006
HD 63433 b,73,5.27 Earths,6.92035,2020
HD 63433 c,73,7.61 Earths,6.92035,2020
HD 63454 b,123,0.25 Jupiters,9.37,2005
HD 63765 b,106,0.53 Jupiters,8.1,2009
HD 63935 b,160,10.8 Earths,8.58,2021
HD 63935 c,160,11.1 Earths,8.58,2021
HD 64114 b,103,17.8 Earths,7.71,2019
HD 64121 b,424,2.56 Jupiters,7.43,2022
HD 6434 b,138,0.49 Jupiters,7.72,2003
HD 65216 b,115,1.295 Jupiters,7.97,2003
HD 65216 c,115,2.03 Jupiters,7.97,2013
HD 66141 b,222,6 Jupiters,4.37821,2012
HD 66428 b,174,3.204 Jupiters,8.25,2005
HD 66428 c,174,27 Jupiters,8.25,2021
HD 63935 b,160,10.8 Earths,8.58,2021
HD 63935 c,160,11.1 Earths,8.58,2021
HD 64114 b,103,17.8 Earths,7.71,2019
HD 64121 b,424,2.56 Jupiters,7.43,2022
HD 6434 b,138,0.49 Jupiters,7.72,2003
HD 65216 b,115,1.295 Jupiters,7.97,2003
HD 65216 c,115,2.03 Jupiters,7.97,2013
HD 66141 b,222,6 Jupiters,4.37821,2012
HD 66428 b,174,3.204 Jupiters,8.25,2005
HD 66428 c,174,27 Jupiters,8.25,2021
HD 63935 b,160,10.8 Earths,8.58,2021
HD 63935 c,160,11.1 Earths,8.58,2021
HD 64114 b,103,17.8 Earths,7.71,2019
HD 64121 b,424,2.56 Jupiters,7.43,2022
HD 6434 b,138,0.49 Jupiters,7.72,2003
HD 65216 b,115,1.295 Jupiters,7.97,2003
HD 65216 c,115,2.03 Jupiters,7.97,2013
HD 66141 b,222,6 Jupiters,4.37821,2012
HD 66428 b,174,3.204 Jupiters,8.25,2005
HD 66428 c,174,27 Jupiters,8.25,2021
HD 63935 b,160,10.8 Earths,8.58,2021
HD 63935 c,160,11.1 Earths,8.58,2021
HD 64114 b,103,17.8 Earths,7.71,2019
HD 64121 b,424,2.56 Jupiters,7.43,2022
HD 6434 b,138,0.49 Jupiters,7.72,2003
HD 65216 b,115,1.295 Jupiters,7.97,2003
HD 65216 c,115,2.03 Jupiters,7.97,2013
HD 66141 b,222,6 Jupiters,4.37821,2012
HD 66428 b,174,3.204 Jupiters,8.25,2005
HD 66428 c,174,27 Jupiters,8.25,2021
HD 67087 b,250,3.06 Jupiters,8.05,2015
HD 67087 c,250,4.85 Jupiters,8.05,2015
HD 6718 b,167,1.68 Jupiters,8.45,2009
HD 68402 b,256,3.07 Jupiters,9.11,2016
HD 68988 b,198,1.97 Jupiters,8.2,2001
HD 68988 c,198,15 Jupiters,8.2,2021
HD 69123 b,245,3.04 Jupiters,5.77,2022
HD 69830 b,41,10.2 Earths,5.96004,2006
HD 69830 c,41,11.8 Earths,5.96004,2006
HD 69830 d,41,18.1 Earths,5.96004,2006
HD 70573 b,193,6.1 Jupiters,8.667,2007
HD 70642 b,95,1.993 Jupiters,7.17,2003
HD 7199 b,118,0.27 Jupiters,8.06,2011
HD 72490 b,412,1.768 Jupiters,7.82,2018
HD 72659 b,169,3.85 Jupiters,7.46,2002
HD 72892 b,227,5.45 Jupiters,8.83,2016
HD 73267 b,164,3.097 Jupiters,8.9,2008
HD 73526 b,317,3.08 Jupiters,8.99,2002
HD 73526 c,317,2.25 Jupiters,8.99,2005
HD 73534 b,272,1.112 Jupiters,8.23,2008
HD 74156 b,188,1.8 Jupiters,7.61,2003
HD 74156 c,188,8.06 Jupiters,7.61,2003
HD 7449 b,126,0.508 Jupiters,7.5,2011
HD 75289 b,95,0.49 Jupiters,6.35,1999
HD 75784 b,279,1 Jupiter,7.84,2014
HD 75784 c,279,5.64 Jupiters,7.84,2018
HD 75898 b,255,2.71 Jupiters,8.03,2007
HD 76700 b,199,0.21 Jupiters,8.16,2002
HD 76920 b,600,3.93 Jupiters,7.83,2017
HD 77338 b,150,15.9 Earths,8.63,2012
HD 79181 b,337,0.64 Jupiters,5.72,2021
HD 7924 b,55,6.3566 Earths,7.17896,2008
HD 7924 c,55,7.86 Earths,7.17896,2015
HD 7924 d,55,6.44 Earths,7.17896,2015
HD 79498 b,160,1.34 Jupiters,8.05,2011
HD 80606 b,217,4.38 Jupiters,9.06,2001
HD 80653 b,358,5.6 Earths,9.452,2020
HD 80869 b,279,4.86 Jupiters,8.48,2021
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 79181 b,337,0.64 Jupiters,5.72,2021
HD 7924 b,55,6.3566 Earths,7.17896,2008
HD 7924 c,55,7.86 Earths,7.17896,2015
HD 7924 d,55,6.44 Earths,7.17896,2015
HD 79498 b,160,1.34 Jupiters,8.05,2011
HD 80606 b,217,4.38 Jupiters,9.06,2001
HD 80653 b,358,5.6 Earths,9.452,2020
HD 80869 b,279,4.86 Jupiters,8.48,2021
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 79181 b,337,0.64 Jupiters,5.72,2021
HD 7924 b,55,6.3566 Earths,7.17896,2008
HD 7924 c,55,7.86 Earths,7.17896,2015
HD 7924 d,55,6.44 Earths,7.17896,2015
HD 79498 b,160,1.34 Jupiters,8.05,2011
HD 80606 b,217,4.38 Jupiters,9.06,2001
HD 80653 b,358,5.6 Earths,9.452,2020
HD 80869 b,279,4.86 Jupiters,8.48,2021
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 79181 b,337,0.64 Jupiters,5.72,2021
HD 7924 b,55,6.3566 Earths,7.17896,2008
HD 7924 c,55,7.86 Earths,7.17896,2015
HD 7924 d,55,6.44 Earths,7.17896,2015
HD 79498 b,160,1.34 Jupiters,8.05,2011
HD 80606 b,217,4.38 Jupiters,9.06,2001
HD 80653 b,358,5.6 Earths,9.452,2020
HD 80869 b,279,4.86 Jupiters,8.48,2021
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 85512 b,37,3.6 Earths,7.67,2011
HD 8574 b,146,2.03 Jupiters,7.12,2002
HD 86081 b,339,1.48 Jupiters,8.73,2006
HD 86226 b,149,0.45 Jupiters,7.93,2009
HD 86226 c,149,7.25 Earths,7.93,2020
HD 86264 b,221,7 Jupiters,7.41,2009
HD 8673 b,124,14.2 Jupiters,6.331,2009
HD 86950 b,684,3.6 Jupiters,7.47,2016
HD 87646 b,240,12.4 Jupiters,8.07,2016
HD 87883 b,60,1.54 Jupiters,7.56,2009
HD 88133 b,240,1.02 Jupiters,8.01852,2004
HD 89307 b,104,2.11 Jupiters,7.02569,2009
HD 89345 b,432,34.9613 Earths,9.38,2018
HD 89744 b,126,8.35 Jupiters,5.73469,1999
HD 90156 b,72,17.98 Earths,6.92,2009
HD 9174 b,266,1.11 Jupiters,8.4,2016
HD 92788 b,113,3.76 Jupiters,7.31637,2000
HD 92788 c,113,3.67 Jupiters,7.31637,2019
HD 92987 b,142,16.88 Jupiters,7.03,2019
HD 93083 b,93,0.37 Jupiters,8.3,2005
HD 93385 b,141,4.2 Earths,7.49,2021
HD 93385 c,141,7.1 Earths,7.49,2021
HD 93385 d,141,8.7 Earths,7.49,2021
HD 9446 b,164,0.7 Jupiters,8.35,2009
HD 9446 c,164,1.82 Jupiters,8.35,2009
HD 94834 b,320,1.26 Jupiters,7.6,2018
HD 95086 b,281,5 Jupiters,7.36,2013
HD 95089 b,447,1.26 Jupiters,7.92,2009
HD 95089 c,447,3.45 Jupiters,7.92,2018
HD 95127 b,2207,10.63 Jupiters,8.15,2015
HD 95338 b,121,0.13353 Jupiters,8.62,2020
HD 95544 b,286,6.84 Jupiters,8.39,2021
HD 93385 d,141,8.7 Earths,7.49,2021
HD 9446 b,164,0.7 Jupiters,8.35,2009
HD 9446 c,164,1.82 Jupiters,8.35,2009
HD 94834 b,320,1.26 Jupiters,7.6,2018
HD 95086 b,281,5 Jupiters,7.36,2013
HD 95089 b,447,1.26 Jupiters,7.92,2009
HD 95089 c,447,3.45 Jupiters,7.92,2018
HD 95127 b,2207,10.63 Jupiters,8.15,2015
HD 95338 b,121,0.13353 Jupiters,8.62,2020
HD 95544 b,286,6.84 Jupiters,8.39,2021
HD 93385 d,141,8.7 Earths,7.49,2021
HD 9446 b,164,0.7 Jupiters,8.35,2009
HD 9446 c,164,1.82 Jupiters,8.35,2009
HD 94834 b,320,1.26 Jupiters,7.6,2018
HD 95086 b,281,5 Jupiters,7.36,2013
HD 95089 b,447,1.26 Jupiters,7.92,2009
HD 95089 c,447,3.45 Jupiters,7.92,2018
HD 95127 b,2207,10.63 Jupiters,8.15,2015
HD 95338 b,121,0.13353 Jupiters,8.62,2020
HD 95544 b,286,6.84 Jupiters,8.39,2021
HD 93385 d,141,8.7 Earths,7.49,2021
HD 9446 b,164,0.7 Jupiters,8.35,2009
HD 9446 c,164,1.82 Jupiters,8.35,2009
HD 94834 b,320,1.26 Jupiters,7.6,2018
HD 95086 b,281,5 Jupiters,7.36,2013
HD 95089 b,447,1.26 Jupiters,7.92,2009
HD 95089 c,447,3.45 Jupiters,7.92,2018
HD 95127 b,2207,10.63 Jupiters,8.15,2015
HD 95338 b,121,0.13353 Jupiters,8.62,2020
HD 95544 b,286,6.84 Jupiters,8.39,2021
HD 95735 c,19,18.05265 Earths,7.49,2021
HD 95872 b,236,3.74 Jupiters,9.955,2015
HD 96063 b,457,1.27 Jupiters,8.21,2011
HD 96127 b,1917,20.96 Jupiters,7.40521,2011
HD 96167 b,278,0.717 Jupiters,8.09,2009
HD 96700 b,83,8.9 Earths,6.51,2021
HD 96700 c,83,3.5 Earths,6.51,2021
HD 96700 d,83,12.7 Earths,6.51,2021
HD 96992 b,1292,1.14 Jupiters,8.57,2021
HD 97048 b,600,2.5 Jupiters,8.44,2019
HD 97658 b,70,8.3 Earths,7.76,2010
HD 98219 b,371,1.964 Jupiters,8.05,2011
HD 98649 b,138,6.79 Jupiters,8,2012
HD 98736 b,106,2.33 Jupiters,7.93,2018
HD 99109 b,179,0.44 Jupiters,9.1,2005
HD 99283 b,362,0.97 Jupiters,5.72916,2021
HD 99492 b,59,22.2481 Earths,7.56727,2004
HD 99706 b,478,1.23 Jupiters,7.65,2011
HD 99706 c,478,5.69 Jupiters,7.65,2018
HIP 105854 b,257,8.2 Jupiters,5.64,2014
HIP 107772 b,77,12.9 Earths,10.56,2020
HIP 107773 b,343,1.98 Jupiters,5.62,2015
HIP 109384 b,192,1.56 Jupiters,9.61,2016
HIP 109600 b,216,2.68 Jupiters,9.18,2016
HIP 114933 b,332,1.94 Jupiters,7.25,2021
HIP 116454 b,204,12.7132 Earths,10.19,2014
HIP 12961 b,76,0.36 Jupiters,10.25,2010
HIP 14810 b,165,3.9 Jupiters,8.520001,2005
HIP 14810 c,165,1.31 Jupiters,8.520001,2006
HIP 14810 d,165,0.59 Jupiters,8.520001,2009
HIP 34222 b,74,0.83 Jupiters,10.14,2021
HIP 35173 b,108,12.7 Earths,9.01,2019
HIP 38594 b,58,8.1 Earths,9.75,2020
HIP 38594 c,58,0.15228 Jupiters,9.75,2020
HIP 41378 b,347,8.75 Earths,8.93,2016
HIP 41378 c,347,7.08 Earths,8.93,2016
HIP 41378 d,347,14.9 Earths,8.93,2016
HIP 41378 e,347,26 Earths,8.93,2016
HIP 41378 f,347,0.233 Jupiters,8.93,2016
HIP 4845 b,69,14.4 Earths,10.06,2020
HIP 34222 b,74,0.83 Jupiters,10.14,2021
HIP 35173 b,108,12.7 Earths,9.01,2019
HIP 38594 b,58,8.1 Earths,9.75,2020
HIP 38594 c,58,0.15228 Jupiters,9.75,2020
HIP 41378 b,347,8.75 Earths,8.93,2016
HIP 41378 c,347,7.08 Earths,8.93,2016
HIP 41378 d,347,14.9 Earths,8.93,2016
HIP 41378 e,347,26 Earths,8.93,2016
HIP 41378 f,347,0.233 Jupiters,8.93,2016
HIP 4845 b,69,14.4 Earths,10.06,2020
HIP 63242 b,510,9.18 Jupiters,6.86,2013
HIP 65407 b,202,0.428 Jupiters,9.38,2016
HIP 65407 c,202,0.784 Jupiters,9.38,2016
HIP 65426 b,355,9 Jupiters,7.01,2017
HIP 65891 b,490,6 Jupiters,6.75,2015
HIP 65 A b,202,3.213 Jupiters,11,2020
HIP 67522 b,415,0.228 Jupiters,9.79,2020
HIP 67537 b,379,11.1 Jupiters,6.43,2017
HIP 67851 b,209,1.38 Jupiters,6.17,2015
HIP 67851 c,209,6.3 Jupiters,6.17,2015
HIP 63242 b,510,9.18 Jupiters,6.86,2013
HIP 65407 b,202,0.428 Jupiters,9.38,2016
HIP 65407 c,202,0.784 Jupiters,9.38,2016
HIP 65426 b,355,9 Jupiters,7.01,2017
HIP 65891 b,490,6 Jupiters,6.75,2015
HIP 65 A b,202,3.213 Jupiters,11,2020
HIP 67522 b,415,0.228 Jupiters,9.79,2020
HIP 67537 b,379,11.1 Jupiters,6.43,2017
HIP 67851 b,209,1.38 Jupiters,6.17,2015
HIP 67851 c,209,6.3 Jupiters,6.17,2015
HIP 63242 b,510,9.18 Jupiters,6.86,2013
HIP 65407 b,202,0.428 Jupiters,9.38,2016
HIP 65407 c,202,0.784 Jupiters,9.38,2016
HIP 65426 b,355,9 Jupiters,7.01,2017
HIP 65891 b,490,6 Jupiters,6.75,2015
HIP 65 A b,202,3.213 Jupiters,11,2020
HIP 67522 b,415,0.228 Jupiters,9.79,2020
HIP 67537 b,379,11.1 Jupiters,6.43,2017
HIP 67851 b,209,1.38 Jupiters,6.17,2015
HIP 67851 c,209,6.3 Jupiters,6.17,2015
HIP 63242 b,510,9.18 Jupiters,6.86,2013
HIP 65407 b,202,0.428 Jupiters,9.38,2016
HIP 65407 c,202,0.784 Jupiters,9.38,2016
HIP 65426 b,355,9 Jupiters,7.01,2017
HIP 65891 b,490,6 Jupiters,6.75,2015
HIP 65 A b,202,3.213 Jupiters,11,2020
HIP 67522 b,415,0.228 Jupiters,9.79,2020
HIP 67537 b,379,11.1 Jupiters,6.43,2017
HIP 67851 b,209,1.38 Jupiters,6.17,2015
HIP 67851 c,209,6.3 Jupiters,6.17,2015
HIP 70849 b,78,9 Jupiters,10.421,2009
HIP 71135 b,105,18.8 Earths,10.53,2019
HIP 74890 b,257,2.4 Jupiters,7.05,2016
HIP 75056 A b,408,25 Jupiters,7.78,2021
HIP 75092 b,266,1.79 Jupiters,7.11,2021
HIP 78530 b,446,23 Jupiters,7.1691,2010
HIP 79098 AB b,476,20.5 Jupiters,5.86,2019
HIP 79431 b,47,2.1 Jupiters,11.394,2009
HIP 8541 b,506,5.5 Jupiters,7.88,2016
HIP 86221 b,96,0.71 Jupiters,9.25,2021
HIP 90988 b,307,1.96 Jupiters,7.75,2021
HIP 91258 b,150,1.09 Jupiters,8.65,2013
HIP 97166 b,215,20 Earths,9.92,2021
HIP 97166 c,215,9.9 Earths,9.92,2021
HIP 97233 b,334,20 Jupiters,7.34,2014
HN Pegasi b,59,21.9987 Jupiters,5.97707,2006
HR 2562 b,111,30 Jupiters,6.11,2016
HR 5183 b,103,3.23 Jupiters,6.33432,2019
HR 810 b,56,2.27 Jupiters,5.4,1999
HR 858 b,104,5 Earths,6.38,2019
HR 858 c,104,4.42 Earths,6.38,2019
HR 858 d,104,5.32 Earths,6.38,2019
HR 8799 b,135,7 Jupiters,5.98,2008
HR 8799 c,135,10 Jupiters,5.98,2008
HR 8799 d,135,10 Jupiters,5.98,2008
HR 8799 e,135,10 Jupiters,5.98,2010
HU Aquarii AB b,627,5.9 Jupiters,16.183,2011
HU Aquarii AB c,627,4.5 Jupiters,16.183,2011
HW Virginis b,560,14.48228 Jupiters,10.5,2012
IC 4651 9122 b,2803,6.3 Jupiters,10.909,2018
Iota Draconis b,102,8.82 Jupiters,3.29668,2002
K2-100 b,616,21.8 Earths,10.651,2016
K2-101 b,614,4.66 Earths,12.892,2016
K2-102 b,614,2.24 Earths,13.083,2016
K2-104 b,617,3.86 Earths,15.989,2016
K2-105 b,646,30 Earths,11.752,2017
K2-107 b,2235,0.84 Jupiters,13.012,2017
K2-108 b,1557,0.18689 Jupiters,12.339,2017
K2-10 b,888,27 Earths,12.429,2015
K2-110 b,380,16.7 Earths,11.985,2017
Iota Draconis b,102,8.82 Jupiters,3.29668,2002
K2-100 b,616,21.8 Earths,10.651,2016
K2-101 b,614,4.66 Earths,12.892,2016
K2-102 b,614,2.24 Earths,13.083,2016
K2-104 b,617,3.86 Earths,15.989,2016
K2-105 b,646,30 Earths,11.752,2017
K2-107 b,2235,0.84 Jupiters,13.012,2017
K2-108 b,1557,0.18689 Jupiters,12.339,2017
K2-10 b,888,27 Earths,12.429,2015
K2-110 b,380,16.7 Earths,11.985,2017
Iota Draconis b,102,8.82 Jupiters,3.29668,2002
K2-100 b,616,21.8 Earths,10.651,2016
K2-101 b,614,4.66 Earths,12.892,2016
K2-102 b,614,2.24 Earths,13.083,2016
K2-104 b,617,3.86 Earths,15.989,2016
K2-105 b,646,30 Earths,11.752,2017
K2-107 b,2235,0.84 Jupiters,13.012,2017
K2-108 b,1557,0.18689 Jupiters,12.339,2017
K2-10 b,888,27 Earths,12.429,2015
K2-110 b,380,16.7 Earths,11.985,2017
Iota Draconis b,102,8.82 Jupiters,3.29668,2002
K2-100 b,616,21.8 Earths,10.651,2016
K2-101 b,614,4.66 Earths,12.892,2016
K2-102 b,614,2.24 Earths,13.083,2016
K2-104 b,617,3.86 Earths,15.989,2016
K2-105 b,646,30 Earths,11.752,2017
K2-107 b,2235,0.84 Jupiters,13.012,2017
K2-108 b,1557,0.18689 Jupiters,12.339,2017
K2-10 b,888,27 Earths,12.429,2015
K2-110 b,380,16.7 Earths,11.985,2017
K2-111 b,654,5.29 Earths,11.13,2017
K2-111 c,654,11.3 Earths,11.13,2020
K2-113 b,2074,1.29 Jupiters,13.744,2017
K2-114 b,1552,1.85 Jupiters,14.55,2017
K2-115 b,1349,0.84 Jupiters,13.444,2017
K2-116 b,161,0.257 Earths,10.8,2017
K2-117 b,332,4.78 Earths,14.639,2017
K2-117 c,332,4.9 Earths,14.639,2017
K2-118 b,1049,6.99 Earths,14,2017
K2-119 b,1193,6.94 Earths,14.818,2017
K2-111 b,654,5.29 Earths,11.13,2017
K2-111 c,654,11.3 Earths,11.13,2020
K2-113 b,2074,1.29 Jupiters,13.744,2017
K2-114 b,1552,1.85 Jupiters,14.55,2017
K2-115 b,1349,0.84 Jupiters,13.444,2017
K2-116 b,161,0.257 Earths,10.8,2017
K2-117 b,332,4.78 Earths,14.639,2017
K2-117 c,332,4.9 Earths,14.639,2017
K2-118 b,1049,6.99 Earths,14,2017
K2-119 b,1193,6.94 Earths,14.818,2017
K2-129 b,91,1.12 Earths,13.639,2017
K2-12 b,1065,6.04 Earths,12.38,2015
K2-130 b,385,2.1 Earths,12.676,2017
K2-131 b,497,6.3 Earths,12.129,2017
K2-132 b,1989,0.49 Jupiters,12.071,2017
K2-133 b,245,2.36 Earths,14.073,2017
K2-133 c,245,3.2 Earths,14.073,2017
K2-133 d,245,4.67 Earths,14.073,2017
K2-133 e,245,3.64 Earths,14.073,2019
K2-136 b,193,0.937 Earths,11.101,2017
K2-136 c,193,8.8 Earths,11.101,2017
K2-136 d,193,2.7 Earths,11.101,2017
K2-137 b,323,0.5 Jupiters,15.94,2017
K2-138 b,661,3.1 Earths,12.246,2017
K2-138 c,661,6.31 Earths,12.246,2017
K2-138 d,661,7.92 Earths,12.246,2017
K2-138 e,661,12.97 Earths,12.246,2017
K2-138 f,661,1.63 Earths,12.246,2017
K2-138 g,661,4.32 Earths,12.246,2021
K2-139 b,502,0.387 Jupiters,11.652,2017
K2-136 c,193,8.8 Earths,11.101,2017
K2-136 d,193,2.7 Earths,11.101,2017
K2-137 b,323,0.5 Jupiters,15.94,2017
K2-138 b,661,3.1 Earths,12.246,2017
K2-138 c,661,6.31 Earths,12.246,2017
K2-138 d,661,7.92 Earths,12.246,2017
K2-138 e,661,12.97 Earths,12.246,2017
K2-138 f,661,1.63 Earths,12.246,2017
K2-138 g,661,4.32 Earths,12.246,2021
K2-139 b,502,0.387 Jupiters,11.652,2017
K2-136 c,193,8.8 Earths,11.101,2017
K2-136 d,193,2.7 Earths,11.101,2017
K2-137 b,323,0.5 Jupiters,15.94,2017
K2-138 b,661,3.1 Earths,12.246,2017
K2-138 c,661,6.31 Earths,12.246,2017
K2-138 d,661,7.92 Earths,12.246,2017
K2-138 e,661,12.97 Earths,12.246,2017
K2-138 f,661,1.63 Earths,12.246,2017
K2-138 g,661,4.32 Earths,12.246,2021
K2-139 b,502,0.387 Jupiters,11.652,2017
K2-136 c,193,8.8 Earths,11.101,2017
K2-136 d,193,2.7 Earths,11.101,2017
K2-137 b,323,0.5 Jupiters,15.94,2017
K2-138 b,661,3.1 Earths,12.246,2017
K2-138 c,661,6.31 Earths,12.246,2017
K2-138 d,661,7.92 Earths,12.246,2017
K2-138 e,661,12.97 Earths,12.246,2017
K2-138 f,661,1.63 Earths,12.246,2017
K2-138 g,661,4.32 Earths,12.246,2021
K2-139 b,502,0.387 Jupiters,11.652,2017
K2-136 c,193,8.8 Earths,11.101,2017
K2-136 d,193,2.7 Earths,11.101,2017
K2-137 b,323,0.5 Jupiters,15.94,2017
K2-138 b,661,3.1 Earths,12.246,2017
K2-138 c,661,6.31 Earths,12.246,2017
K2-138 d,661,7.92 Earths,12.246,2017
K2-138 e,661,12.97 Earths,12.246,2017
K2-138 f,661,1.63 Earths,12.246,2017
K2-138 g,661,4.32 Earths,12.246,2021
K2-139 b,502,0.387 Jupiters,11.652,2017
K2-13 b,1117,4.23 Earths,12.882,2015
K2-140 b,1135,0.93 Jupiters,12.727,2017
K2-141 b,202,5.08 Earths,11.454,2018
K2-141 c,202,7.4 Earths,11.454,2018
K2-146 b,259,5.77 Earths,16.7,2018
K2-146 c,259,7.49 Earths,16.7,2019
K2-147 b,295,2.48 Earths,14.044,2018
K2-148 b,406,2.33 Earths,13.627,2018
K2-148 c,406,3.64 Earths,13.627,2018
K2-148 d,406,3.33 Earths,13.627,2018
K2-149 b,403,3.33 Earths,14.543,2018
K2-14 b,1188,20.7 Earths,15.78,2015
K2-150 b,334,4.66 Earths,15.784,2018
K2-151 b,227,2.83 Earths,14.175,2018
K2-152 b,354,5.86 Earths,13.728,2018
K2-153 b,467,4.66 Earths,14.96,2018
K2-154 b,422,4.62 Earths,13.861,2018
K2-154 c,422,4.94 Earths,13.861,2018
K2-155 b,237,3.89 Earths,12.773,2018
K2-155 c,237,7.27 Earths,12.773,2018
K2-16 c,1093,6.99 Earths,14.668,2015
K2-170 b,1282,2.6 Earths,12.668,2018
K2-170 c,1282,3.9 Earths,12.668,2018
K2-171 b,1977,7.69 Earths,12.745,2018
K2-172 b,815,3.42 Earths,12.5,2018
K2-172 c,815,10.4 Earths,12.5,2018
K2-173 b,746,3.22 Earths,12.523,2018
K2-174 b,326,7.27 Earths,12.456,2018
K2-175 b,807,4.81 Earths,10.836,2018
K2-176 b,807,2.83 Earths,12.909,2018
K2-16 c,1093,6.99 Earths,14.668,2015
K2-170 b,1282,2.6 Earths,12.668,2018
K2-170 c,1282,3.9 Earths,12.668,2018
K2-171 b,1977,7.69 Earths,12.745,2018
K2-172 b,815,3.42 Earths,12.5,2018
K2-172 c,815,10.4 Earths,12.5,2018
K2-173 b,746,3.22 Earths,12.523,2018
K2-174 b,326,7.27 Earths,12.456,2018
K2-175 b,807,4.81 Earths,10.836,2018
K2-176 b,807,2.83 Earths,12.909,2018
K2-184 b,247,2.76 Earths,10.345,2018
